k,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11
0.0,-6.7212,-3.2942,-3.2942,-3.1014,-2.2651,-2.2651,-1.5097,1.8423,1.8423,2.0945,2.0945
0.010045029442327675,-6.7207,-3.2952,-3.2939,-3.1027,-2.2657,-2.2643,-1.5097,1.8409,1.8429,2.0923,2.0939
0.019916868721856596,-6.7194,-3.2981,-3.2928,-3.1066,-2.2676,-2.2619,-1.5099,1.8369,1.8446,2.0859,2.0921
0.02996189816418427,-6.7172,-3.303,-3.2909,-3.113,-2.2708,-2.2581,-1.5102,1.8302,1.8475,2.0753,2.0891
0.04000692760651195,-6.714,-3.3098,-3.2883,-3.1218,-2.2751,-2.2528,-1.5106,1.821,1.8516,2.0607,2.085
0.05005195704883962,-6.71,-3.3184,-3.285,-3.1329,-2.2808,-2.2463,-1.5111,1.8092,1.8568,2.0422,2.0797
0.05992379632836854,-6.7051,-3.329,-3.281,-3.1463,-2.2876,-2.2387,-1.5117,1.7952,1.8631,2.0202,2.0733
0.06996882577069621,-6.6993,-3.3414,-3.2762,-3.1616,-2.2956,-2.2301,-1.5125,1.7789,1.8706,1.9948,2.0658
0.0800138552130239,-6.6926,-3.3557,-3.2707,-3.1788,-2.3048,-2.2208,-1.5135,1.7606,1.879,1.9665,2.0571
0.09005888465535157,-6.6851,-3.3717,-3.2644,-3.1978,-2.3151,-2.211,-1.5146,1.7405,1.8886,1.9353,2.0474
0.09993072393488049,-6.6767,-3.3896,-3.2575,-3.2183,-2.3265,-2.2008,-1.5159,1.7188,1.8991,1.9018,2.0367
0.10997575337720818,-6.6675,-3.4091,-3.2498,-3.2403,-2.3391,-2.1904,-1.5175,1.6957,1.866,1.9106,2.0249
0.12002078281953585,-6.6574,-3.4303,-3.2636,-3.2415,-2.3526,-2.18,-1.5193,1.6714,1.8284,1.923,2.0121
0.13006581226186353,-6.6465,-3.4531,-3.288,-3.2324,-2.3672,-2.1697,-1.5213,1.6461,1.7891,1.9364,1.9984
0.13993765154139243,-6.6347,-3.4775,-3.3136,-3.2226,-2.3828,-2.1598,-1.5237,1.6201,1.7485,1.9505,1.9837
0.1499826809837201,-6.6222,-3.5034,-3.3402,-3.2122,-2.3992,-2.1504,-1.5264,1.5936,1.7067,1.9655,1.9682
0.1600277104260478,-6.6088,-3.5308,-3.3676,-3.201,-2.4166,-2.1416,-1.5294,1.5668,1.664,1.9519,1.9812
0.16989954970557672,-6.5947,-3.5596,-3.3959,-3.1892,-2.4348,-2.1335,-1.5328,1.54,1.6207,1.9347,1.9976
0.1799445791479044,-6.5799,-3.5898,-3.425,-3.1767,-2.4539,-2.1263,-1.5367,1.5135,1.5768,1.9168,2.0147
0.1899896085902321,-6.5643,-3.6212,-3.4547,-3.1636,-2.4737,-2.1201,-1.541,1.4873,1.5327,1.8982,2.0324
0.20003463803255975,-6.548,-3.6539,-3.4852,-3.1498,-2.4942,-2.115,-1.5458,1.4618,1.4884,1.8789,2.0507
0.20990647731208867,-6.531,-3.6878,-3.5162,-3.1354,-2.5154,-2.1111,-1.5512,1.4371,1.4442,1.859,2.0695
0.21995150675441635,-6.5133,-3.7227,-3.5478,-3.1204,-2.5372,-2.1084,-1.5571,1.4002,1.4134,1.8386,2.0888
0.229996536196744,-6.495,-3.7588,-3.58,-3.1047,-2.5596,-2.1071,-1.5637,1.3566,1.3909,1.8175,2.1084
0.2400415656390717,-6.476,-3.7958,-3.6127,-3.0885,-2.5826,-2.1072,-1.5709,1.3136,1.3698,1.796,2.1285
0.24991340491860065,-6.4565,-3.8337,-3.646,-3.0717,-2.6061,-2.1087,-1.5788,1.2712,1.3501,1.7741,2.1488
0.2599584343609283,-6.4364,-3.8725,-3.6797,-3.0543,-2.6301,-2.1118,-1.5874,1.2296,1.3321,1.7518,2.1695
0.27000346380325596,-6.4158,-3.9121,-3.7138,-3.0363,-2.6545,-2.1163,-1.5968,1.189,1.3159,1.7291,2.1903
0.2800484932455837,-6.3948,-3.9524,-3.7485,-3.0178,-2.6792,-2.1224,-1.607,1.1495,1.3015,1.7061,2.2114
0.28992033252511257,-6.3732,-3.9933,-3.7836,-2.9987,-2.7043,-2.13,-1.618,1.1111,1.289,1.6828,2.2326
0.2999653619674402,-6.3513,-4.0349,-3.8191,-2.9792,-2.7298,-2.1391,-1.6298,1.0741,1.2785,1.6594,2.2539
0.3100103914097679,-6.3291,-4.077,-3.8551,-2.9592,-2.7555,-2.1496,-1.6425,1.0384,1.2701,1.6357,2.2752
0.3200554208520956,-6.3065,-4.1195,-3.8915,-2.9386,-2.7814,-2.1616,-1.6561,1.0042,1.2637,1.6119,2.2966
0.3299272601316245,-6.2837,-4.1625,-3.9283,-2.9176,-2.8076,-2.175,-1.6705,0.9716,1.2595,1.588,2.318
0.3399722895739522,-6.2608,-4.2057,-3.9655,-2.8962,-2.8339,-2.1898,-1.6857,0.9407,1.2573,1.5641,2.3393
0.35001731901627986,-6.2377,-4.2492,-4.0032,-2.8744,-2.8603,-2.2057,-1.7019,0.9114,1.2572,1.5401,2.3605
0.3598891582958088,-6.2146,-4.2928,-4.0413,-2.8869,-2.8521,-2.2229,-1.7188,0.8839,1.2592,1.5162,2.3816
0.36993418773813647,-6.1916,-4.3365,-4.0798,-2.9135,-2.8295,-2.2412,-1.7365,0.8582,1.2632,1.4923,2.4026
0.3799792171804642,-6.1686,-4.3802,-4.1187,-2.9402,-2.8065,-2.2604,-1.755,0.8344,1.2692,1.4685,2.4234
0.39002424662279184,-6.1459,-4.4238,-4.1579,-2.9669,-2.7832,-2.2806,-1.7742,0.8124,1.277,1.4449,2.444
0.39989608590232073,-6.1236,-4.4672,-4.1976,-2.9936,-2.7595,-2.3015,-1.794,0.7923,1.2867,1.4214,2.4643
0.4099411153446484,-6.1017,-4.5102,-4.2377,-3.0202,-2.7356,-2.3232,-1.8144,0.774,1.2982,1.3981,2.4844
0.41998614478697605,-6.0804,-4.5528,-4.2781,-3.0468,-2.7114,-2.3454,-1.8352,0.7576,1.3114,1.3751,2.5042
0.43003117422930376,-6.0599,-4.5948,-4.3189,-3.0732,-2.687,-2.3682,-1.8565,0.7431,1.3262,1.3523,2.5238
0.4399030135088327,-6.0402,-4.6362,-4.36,-3.0996,-2.6623,-2.3914,-1.8781,0.7304,1.3299,1.3425,2.543
0.4499480429511603,-6.0216,-4.6766,-4.4015,-3.1258,-2.6375,-2.4149,-1.8999,0.7194,1.3077,1.3603,2.5619
0.459993072393488,-6.0043,-4.716,-4.4432,-3.1519,-2.6125,-2.4386,-1.9218,0.7103,1.2859,1.3794,2.5804
0.4700381018358157,-5.9884,-4.7542,-4.4853,-3.1778,-2.5873,-2.4625,-1.9437,0.7028,1.2645,1.3998,2.5986
0.47990994111534463,-5.9743,-4.791,-4.5276,-3.2035,-2.5621,-2.4863,-1.9655,0.697,1.2435,1.4214,2.6164
0.4899549705576723,-5.962,-4.8261,-4.5701,-3.2289,-2.5368,-2.5102,-1.987,0.6928,1.223,1.444,2.6338
0.5,-5.952,-4.8593,-4.6129,-3.2542,-2.534,-2.5114,-2.0082,0.6901,1.2029,1.4677,2.6508
0.5098718392795288,-5.9444,-4.8905,-4.6558,-3.2791,-2.5576,-2.486,-2.0289,0.689,1.1833,1.4923,2.6674
0.5199168687218566,-5.9395,-4.9193,-4.6989,-3.3038,-2.581,-2.4606,-2.0491,0.6892,1.1642,1.5177,2.6836
0.5299618981641843,-5.9375,-4.9457,-4.7421,-3.3282,-2.6041,-2.4353,-2.0685,0.6909,1.1457,1.5438,2.6994
0.5400069276065119,-5.9387,-4.9693,-4.7853,-3.3523,-2.6268,-2.41,-2.0871,0.6938,1.1277,1.5707,2.7147
0.5498787668860409,-5.9431,-4.9902,-4.8286,-3.3761,-2.6492,-2.3848,-2.1048,0.698,1.1102,1.598,2.7296
0.5599237963283685,-5.9508,-5.0083,-4.8718,-3.3995,-2.6712,-2.3598,-2.1215,0.7034,1.0934,1.6259,2.7441
0.5699688257706962,-5.9619,-5.0235,-4.9151,-3.4226,-2.6927,-2.3349,-2.1371,0.7099,1.0771,1.6542,2.7582
0.5800138552130238,-5.9763,-5.0359,-4.9582,-3.4453,-2.7138,-2.3103,-2.1514,0.7174,1.0615,1.6829,2.7718
0.5898856944925528,-5.9938,-5.0458,-5.0011,-3.4676,-2.7343,-2.2858,-2.1645,0.726,1.0464,1.7118,2.785
0.5999307239348804,-6.0142,-5.0533,-5.0439,-3.4895,-2.7543,-2.2616,-2.1762,0.7354,1.0321,1.7409,2.7978
0.6099757533772082,-6.0374,-5.0865,-5.0586,-3.511,-2.7737,-2.2377,-2.1865,0.7458,1.0183,1.7701,2.8102
0.6200207828195358,-6.063,-5.1287,-5.0622,-3.5321,-2.7926,-2.2141,-2.1952,0.757,1.0052,1.7993,2.8221
0.6298926220990648,-6.0907,-5.1707,-5.0641,-3.5528,-2.811,-2.2025,-2.1909,0.769,0.9928,1.8286,2.8336
0.6399376515413924,-6.1202,-5.2122,-5.0648,-3.5731,-2.8287,-2.2081,-2.168,0.7817,0.981,1.8577,2.8447
0.6499826809837201,-6.1513,-5.2533,-5.0646,-3.5929,-2.8458,-2.2122,-2.1455,0.795,0.9699,1.8868,2.8553
0.6600277104260478,-6.1836,-5.294,-5.0635,-3.6122,-2.8624,-2.2147,-2.1235,0.809,0.9595,1.9155,2.8656
0.6698995497055766,-6.2169,-5.3341,-5.0619,-3.6311,-2.8784,-2.2156,-2.1019,0.8235,0.9497,1.944,2.8755
0.6799445791479044,-6.251,-5.3736,-5.06,-3.6494,-2.8938,-2.215,-2.0808,0.8386,0.9406,1.9722,2.8849
0.689989608590232,-6.2857,-5.4125,-5.0579,-3.6674,-2.9086,-2.2128,-2.0602,0.8541,0.9321,2.0,2.894
0.699861447869761,-6.3207,-5.4507,-5.0558,-3.6848,-2.9228,-2.2091,-2.0401,0.8701,0.9243,2.0273,2.9027
0.7099064773120887,-6.3559,-5.4882,-5.0538,-3.7017,-2.9364,-2.2039,-2.0206,0.8864,0.9171,2.0541,2.911
0.7199515067544163,-6.3911,-5.5249,-5.0518,-3.7181,-2.9495,-2.1974,-2.0016,0.9031,0.9105,2.0804,2.919
0.729996536196744,-6.4262,-5.5609,-5.0502,-3.734,-2.9619,-2.1896,-1.9833,0.9045,0.92,2.106,2.9265
0.7398683754762729,-6.461,-5.5959,-5.0487,-3.7493,-2.9739,-2.1806,-1.9655,0.899,0.9372,2.131,2.9338
0.7499134049186006,-6.4954,-5.63,-5.0476,-3.7642,-2.9852,-2.1704,-1.9484,0.8942,0.9546,2.1553,2.9407
0.7599584343609284,-6.5294,-5.6632,-5.0468,-3.7784,-2.9961,-2.1592,-1.9318,0.8898,0.9721,2.1788,2.9472
0.7700034638032559,-6.5627,-5.6954,-5.0463,-3.7922,-3.0064,-2.1472,-1.916,0.886,0.9898,2.2015,2.9534
0.7798753030827849,-6.5953,-5.7266,-5.0462,-3.8054,-3.0162,-2.1343,-1.9008,0.8827,1.0075,2.2235,2.9593
0.7899203325251125,-6.6271,-5.7566,-5.0463,-3.8181,-3.0254,-2.1208,-1.8862,0.8798,1.0251,2.2446,2.9649
0.7999653619674402,-6.6581,-5.7856,-5.0467,-3.8302,-3.0342,-2.1067,-1.8723,0.8773,1.0427,2.2648,2.9701
0.8100103914097679,-6.688,-5.8134,-5.0474,-3.8417,-3.0424,-2.0923,-1.8591,0.8753,1.0602,2.2841,2.9751
0.8198822306892968,-6.7169,-5.84,-5.0484,-3.8527,-3.0502,-2.0775,-1.8466,0.8736,1.0775,2.3025,2.9797
0.8299272601316245,-6.7447,-5.8654,-5.0495,-3.8631,-3.0575,-2.0626,-1.8348,0.8722,1.0945,2.32,2.9841
0.8399722895739521,-6.7712,-5.8895,-5.0508,-3.8729,-3.0643,-2.0477,-1.8236,0.8712,1.1112,2.3364,2.9881
0.8498441288534812,-6.7965,-5.9124,-5.0522,-3.8822,-3.0707,-2.033,-1.8131,0.8704,1.1275,2.352,2.9919
0.8598891582958088,-6.8205,-5.9339,-5.0537,-3.8908,-3.0766,-2.0184,-1.8034,0.8698,1.1434,2.3665,2.9954
0.8699341877381364,-6.8431,-5.954,-5.0553,-3.8989,-3.0821,-2.0043,-1.7943,0.8695,1.1586,2.38,2.9987
0.8799792171804641,-6.8643,-5.9728,-5.057,-3.9064,-3.0871,-1.9906,-1.7859,0.8693,1.1733,2.3925,3.0017
0.8898510564599931,-6.8839,-5.9902,-5.0586,-3.9133,-3.0917,-1.9776,-1.7782,0.8693,1.1872,2.4041,3.0044
0.8998960859023206,-6.902,-6.0061,-5.0602,-3.9196,-3.0959,-1.9653,-1.7712,0.8694,1.2003,2.4146,3.0069
0.9099411153446484,-6.9186,-6.0206,-5.0617,-3.9254,-3.0996,-1.9538,-1.7648,0.8695,1.2125,2.4241,3.0091
0.919986144786976,-6.9335,-6.0336,-5.0631,-3.9305,-3.103,-1.9433,-1.7592,0.8698,1.2237,2.4326,3.0111
0.9298579840665051,-6.9467,-6.0451,-5.0645,-3.935,-3.1059,-1.9338,-1.7542,0.87,1.2338,2.4401,3.0129
0.9399030135088325,-6.9582,-6.0552,-5.0657,-3.9389,-3.1085,-1.9254,-1.7498,0.8703,1.2428,2.4466,3.0144
0.9499480429511603,-6.9681,-6.0637,-5.0667,-3.9423,-3.1106,-1.9181,-1.7462,0.8706,1.2505,2.452,3.0156
0.9599930723934881,-6.9761,-6.0706,-5.0676,-3.945,-3.1124,-1.9121,-1.7432,0.8708,1.257,2.4565,3.0167
0.969864911673017,-6.9824,-6.0761,-5.0683,-3.9471,-3.1137,-1.9074,-1.7409,0.871,1.262,2.46,3.0175
0.9799099411153446,-6.9869,-6.08,-5.0688,-3.9486,-3.1147,-1.904,-1.7392,0.8712,1.2657,2.4625,3.018
0.9899549705576722,-6.9896,-6.0823,-5.0691,-3.9495,-3.1153,-1.9019,-1.7382,0.8713,1.2679,2.464,3.0184
1.0,-6.9905,-6.0831,-5.0692,-3.9498,-3.1155,-1.9012,-1.7379,0.8713,1.2686,2.4645,3.0185
